index,Sku,Catalog,Category,Weight,TP,MRP Old,Final MRP Old,Ajio MRP,Amazon MRP,Amazon FBA MRP,Flipkart MRP,Limeroad MRP,Myntra MRP,Paytm MRP,Snapdeal MRP
270,S,Mix,Kurta Set,0.4,662,2678,2795,2795,2795,2795,2795,2795,2795,2795,2795
271,M,Mix,Kurta Set,0.4,662,2678,2795,2795,2795,2795,2795,2795,2795,2795,2795
272,L,Mix,Kurta Set,0.4,662,2678,2795,2795,2795,2795,2795,2795,2795,2795,2795
273,XL,Mix,Kurta Set,0.4,662,2678,2795,2795,2795,2795,2795,2795,2795,2795,2795
274,2XL,Mix,Kurta Set,0.4,662,2678,2795,2795,2795,2795,2795,2795,2795,2795,2795
275,3XL,Mix,Kurta Set,0.4,662,2678,2795,2795,2795,2795,2795,2795,2795,2795,2795
276,S,Mix,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
277,M,Mix,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
278,L,Mix,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
279,XL,Mix,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
280,2XL,Mix,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
281,3XL,Mix,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
282,S,Mix,Kurta,0.3,529,2138,2295,2295,2295,2295,2295,2295,2295,2295,2295
283,M,Mix,Kurta,0.3,529,2138,2295,2295,2295,2295,2295,2295,2295,2295,2295
284,L,Mix,Kurta,0.3,529,2138,2295,2295,2295,2295,2295,2295,2295,2295,2295
285,XL,Mix,Kurta,0.3,529,2138,2295,2295,2295,2295,2295,2295,2295,2295,2295
286,2XL,Mix,Kurta,0.3,529,2138,2295,2295,2295,2295,2295,2295,2295,2295,2295
287,3XL,Mix,Kurta,0.3,529,2138,2295,2295,2295,2295,2295,2295,2295,2295,2295
288,S,Mix,Kurta,0.3,570,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
289,M,Mix,Kurta,0.3,570,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
290,L,Mix,Kurta,0.3,570,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
291,XL,Mix,Kurta,0.3,570,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
292,2XL,Mix,Kurta,0.3,570,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
293,3XL,Mix,Kurta,0.3,570,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
294,S,Mix,Kurta,0.3,570,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
295,M,Mix,Kurta,0.3,570,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
296,L,Mix,Kurta,0.3,570,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
297,XL,Mix,Kurta,0.3,570,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
298,2XL,Mix,Kurta,0.3,570,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
299,3XL,Mix,Kurta,0.3,570,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
300,S,Mix,Kurta,0.3,570,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
301,M,Mix,Kurta,0.3,570,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
302,L,Mix,Kurta,0.3,570,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
303,XL,Mix,Kurta,0.3,570,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
304,2XL,Mix,Kurta,0.3,570,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
305,3XL,Mix,Kurta,0.3,570,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
306,S,Mix,Kurta,0.3,724,2918,3095,3095,3095,3095,3095,3095,3095,3095,3095
307,M,Mix,Kurta,0.3,724,2918,3095,3095,3095,3095,3095,3095,3095,3095,3095
308,L,Mix,Kurta,0.3,724,2918,3095,3095,3095,3095,3095,3095,3095,3095,3095
309,XL,Mix,Kurta,0.3,724,2918,3095,3095,3095,3095,3095,3095,3095,3095,3095
310,2XL,Mix,Kurta,0.3,724,2918,3095,3095,3095,3095,3095,3095,3095,3095,3095
311,3XL,Mix,Kurta,0.3,724,2918,3095,3095,3095,3095,3095,3095,3095,3095,3095
312,S,Mix,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
313,M,Mix,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
314,L,Mix,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
315,XL,Mix,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
316,2XL,Mix,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
317,3XL,Mix,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
318,S,Mix,Kurta,0.3,570,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
319,M,Mix,Kurta,0.3,570,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
320,L,Mix,Kurta,0.3,570,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
321,XL,Mix,Kurta,0.3,570,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
322,2XL,Mix,Kurta,0.3,570,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
323,3XL,Mix,Kurta,0.3,570,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
324,S,Mix,Kurta,0.3,570,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
325,M,Mix,Kurta,0.3,570,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
326,L,Mix,Kurta,0.3,570,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
327,XL,Mix,Kurta,0.3,570,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
328,2XL,Mix,Kurta,0.3,570,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
329,3XL,Mix,Kurta,0.3,570,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
330,S,Mix,Kurta,0.3,529,2138,2395,2395,2395,2395,2395,2395,2395,2395,2395
331,M,Mix,Kurta,0.3,529,2138,2395,2395,2395,2395,2395,2395,2395,2395,2395
332,L,Mix,Kurta,0.3,529,2138,2395,2395,2395,2395,2395,2395,2395,2395,2395
333,XL,Mix,Kurta,0.3,529,2138,2395,2395,2395,2395,2395,2395,2395,2395,2395
334,2XL,Mix,Kurta,0.3,529,2138,2395,2395,2395,2395,2395,2395,2395,2395,2395
335,3XL,Mix,Kurta,0.3,529,2138,2395,2395,2395,2395,2395,2395,2395,2395,2395
336,S,Mix,Kurta,0.3,529,2138,2395,2395,2395,2395,2395,2395,2395,2395,2395
337,M,Mix,Kurta,0.3,529,2138,2395,2395,2395,2395,2395,2395,2395,2395,2395
338,L,Mix,Kurta,0.3,529,2138,2395,2395,2395,2395,2395,2395,2395,2395,2395
339,XL,Mix,Kurta,0.3,529,2138,2395,2395,2395,2395,2395,2395,2395,2395,2395
340,2XL,Mix,Kurta,0.3,529,2138,2395,2395,2395,2395,2395,2395,2395,2395,2395
341,3XL,Mix,Kurta,0.3,529,2210,2395,2395,2395,2395,2295,2295,2395,2395,2395
342,S,Mix,Kurta,0.3,424,2240,1695,1695,1695,1695,1695,1795,1695,1895,1695
343,M,Mix,Kurta,0.3,424,1695,1695,1695,1695,1695,1695,1795,1695,1895,1695
344,L,Mix,Kurta,0.3,424,1695,1695,1695,1695,1695,1695,1795,1695,1895,1695
345,XL,Mix,Kurta,0.3,424,1695,1695,1695,1695,1695,1695,1795,1695,1895,1695
346,2XL,Mix,Kurta,0.3,424,1695,1695,1695,1695,1695,1695,1795,1695,1895,1695
347,3XL,Mix,Kurta,0.3,424,1695,1695,1695,1695,1695,1695,1795,1695,1895,1695
348,S,Mix,Kurta,0.3,424,1695,1695,1695,1695,1695,1695,1795,1695,1895,1695
349,M,Mix,Kurta,0.3,424,1695,1695,1695,1695,1695,1695,1795,1695,1895,1695
350,L,Mix,Kurta,0.3,424,1695,1695,1695,1695,1695,1695,1795,1695,1895,1695
351,XL,Mix,Kurta,0.3,424,1695,1695,1695,1695,1695,1695,1795,1695,1895,1695
352,2XL,Mix,Kurta,0.3,424,1695,1695,1695,1695,1695,1695,1795,1695,1895,1695
353,3XL,Mix,Kurta,0.3,424,1695,1695,1695,1695,1695,1695,1795,1695,1895,1695
354,S,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
355,M,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
356,L,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
357,XL,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
358,2XL,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
359,3XL,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
360,S,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
361,M,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
362,L,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
363,XL,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
364,2XL,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
365,3XL,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
366,S,Mix,Kurta,0.3,471,1895,1895,1895,1895,1895,1895,1995,1895,1895,1895
367,M,Mix,Kurta,0.3,471,1895,1895,1895,1895,1895,1895,1995,1895,1895,1895
368,L,Mix,Kurta,0.3,471,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
369,XL,Mix,Kurta,0.3,471,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
370,2XL,Mix,Kurta,0.3,471,1895,1895,1895,1895,1895,1895,1995,1895,1895,1895
371,3XL,Mix,Kurta,0.3,471,1895,1895,1895,1895,1895,1895,1995,1895,1895,1895
372,S,Mix,Kurta,0.3,471,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
373,M,Mix,Kurta,0.3,471,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
374,L,Mix,Kurta,0.3,471,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
375,XL,Mix,Kurta,0.3,471,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
376,2XL,Mix,Kurta,0.3,471,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
377,3XL,Mix,Kurta,0.3,471,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
378,S,Mix,Kurta,0.3,471,1895,1895,1895,1895,1895,1895,1995,1895,1895,1895
379,M,Mix,Kurta,0.3,471,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
380,L,Mix,Kurta,0.3,471,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
381,XL,Mix,Kurta,0.3,471,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
382,2XL,Mix,Kurta,0.3,471,1895,1895,1895,1895,1895,1895,1995,1895,1895,1895
383,3XL,Mix,Kurta,0.3,471,1895,1895,1895,1895,1895,1895,1995,1895,1895,1895
384,S,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
385,M,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
386,L,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
387,XL,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
388,2XL,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
389,3XL,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
390,S,Mix,Kurta,0.3,286,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195
391,M,Mix,Kurta,0.3,286,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195
392,L,Mix,Kurta,0.3,286,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195
393,XL,Mix,Kurta,0.3,286,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195
394,2XL,Mix,Kurta,0.3,286,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195
395,3XL,Mix,Kurta,0.3,286,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195
396,S,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
397,M,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
398,L,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
399,XL,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
400,2XL,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
401,3XL,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
402,S,Mix,Kurta,0.3,500,1995,1995,1995,1995,1995,1995,2095,1995,1995,2095
403,M,Mix,Kurta,0.3,500,1995,1995,1995,1995,1995,1995,2095,1995,1995,2095
404,L,Mix,Kurta,0.3,500,1995,1995,1995,1995,1995,1995,2095,1995,1995,2095
405,XL,Mix,Kurta,0.3,500,1995,1995,1995,1995,1995,1995,2095,1995,1995,2095
406,2XL,Mix,Kurta,0.3,500,1995,1995,1995,1995,1995,1995,2095,1995,1995,2095
407,3XL,Mix,Kurta,0.3,500,1995,1995,1995,1995,1995,1995,2095,1995,1995,2095
408,S,Mix,Kurta,0.3,471,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
409,M,Mix,Kurta,0.3,471,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
410,L,Mix,Kurta,0.3,471,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
411,XL,Mix,Kurta,0.3,471,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
412,2XL,Mix,Kurta,0.3,471,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
413,3XL,Mix,Kurta,0.3,471,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
414,S,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
415,M,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
416,L,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
417,XL,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
418,2XL,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
419,3XL,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
420,S,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
421,M,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
422,L,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
423,XL,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
424,2XL,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
425,3XL,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
426,S,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
427,M,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
428,L,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
429,XL,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
430,2XL,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
431,3XL,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
432,S,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
433,M,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
434,L,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
435,XL,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
436,2XL,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
437,3XL,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
438,S,Mix,Kurta,0.3,581,2395,2395,2395,2395,2395,2395,2495,2395,2395,2395
439,M,Mix,Kurta,0.3,581,2395,2395,2395,2395,2395,2395,2495,2395,2395,2395
440,L,Mix,Kurta,0.3,581,2395,2395,2395,2395,2395,2395,2495,2395,2395,2495
441,XL,Mix,Kurta,0.3,581,2395,2395,2395,2395,2395,2395,2495,2395,2395,2495
442,2XL,Mix,Kurta,0.3,581,2395,2395,2395,2395,2395,2395,2495,2395,2395,2395
443,3XL,Mix,Kurta,0.3,581,2395,2395,2395,2395,2395,2395,2495,2395,2395,2395
444,S,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
445,M,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
446,L,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
447,XL,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
448,2XL,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
449,3XL,Mix,Kurta,0.3,381,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
450,S,Mix,Kurta,0.3,471,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
451,M,Mix,Kurta,0.3,471,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
452,L,Mix,Kurta,0.3,471,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
453,XL,Mix,Kurta,0.3,471,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
454,2XL,Mix,Kurta,0.3,471,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
455,3XL,Mix,Kurta,0.3,471,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
456,S,Mix,Kurta,0.3,457,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
457,M,Mix,Kurta,0.3,457,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
458,L,Mix,Kurta,0.3,457,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
459,XL,Mix,Kurta,0.3,457,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
460,2XL,Mix,Kurta,0.3,457,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
461,3XL,Mix,Kurta,0.3,457,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
462,S,Mix,Kurta,0.3,424,1695,1695,1695,1695,1695,1695,1795,1695,1695,1695
463,M,Mix,Kurta,0.3,424,1695,1695,1695,1695,1695,1695,1795,1695,1695,1695
464,L,Mix,Kurta,0.3,424,1695,1695,1695,1695,1695,1695,1795,1695,1695,1695
465,XL,Mix,Kurta,0.3,424,1695,1695,1695,1695,1695,1695,1795,1695,1695,1695
466,2XL,Mix,Kurta,0.3,424,1695,1695,1695,1695,1695,1695,1795,1695,1695,1695
467,3XL,Mix,Kurta,0.3,424,1695,1695,1695,1695,1695,1695,1795,1695,1695,1695
468,S,Mix,Kurta,0.3,424,1695,1695,1695,1695,1695,1695,1795,1695,1695,1795
469,M,Mix,Kurta,0.3,424,1695,1695,1695,1695,1695,1695,1795,1695,1695,1795
470,L,Mix,Kurta,0.3,424,1695,1695,1695,1695,1695,1695,1795,1695,1695,1795
471,XL,Mix,Kurta,0.3,424,1695,1695,1695,1695,1695,1695,1795,1695,1695,1795
472,2XL,Mix,Kurta,0.3,424,1695,1695,1695,1695,1695,1695,1795,1695,1695,1795
473,3XL,Mix,Kurta,0.3,424,1695,1695,1695,1695,1695,1695,1795,1695,1695,1795
474,S,Mix,Kurta,0.3,500,1995,1995,1995,1995,1995,1995,2095,1995,1995,2095
475,XS,Mix,Kurta,0.3,500,1995,1995,1995,1995,1995,1995,2095,1995,1995,2095
476,M,Mix,Kurta,0.3,500,1995,1995,1995,1995,1995,1995,2095,1995,1995,2095
477,L,Mix,Kurta,0.3,500,1995,1995,1995,1995,1995,1995,2095,1995,1995,2095
478,XL,Mix,Kurta,0.3,500,1995,1995,1995,1995,1995,1995,2095,1995,1995,2095
479,2XL,Mix,Kurta,0.3,500,1995,1995,1995,1995,1995,1995,2095,1995,1995,2095
480,3XL,Mix,Kurta,0.3,500,1995,1995,1995,1995,1995,1995,2095,1995,1995,2095
481,M,Mix,Kurta,0.3,457,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
482,S,Mix,Kurta,0.3,457,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
483,L,Mix,Kurta,0.3,457,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
484,XL,Mix,Kurta,0.3,457,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
485,2XL,Mix,Kurta,0.3,457,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
486,3XL,Mix,Kurta,0.3,457,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
487,S,Mix,Kurta,0.3,424,1695,1695,1695,1695,1695,1695,1795,1695,1695,1695
488,M,Mix,Kurta,0.3,424,1695,1695,1695,1695,1695,1695,1795,1695,1695,1695
489,L,Mix,Kurta,0.3,424,1695,1695,1695,1695,1695,1695,1795,1695,1695,1695
490,XL,Mix,Kurta,0.3,424,1695,1695,1695,1695,1695,1695,1795,1695,1695,1695
491,2XL,Mix,Kurta,0.3,424,1695,1695,1695,1695,1695,1695,1795,1695,1695,1695
492,3XL,Mix,Kurta,0.3,424,1695,1695,1695,1695,1695,1695,1795,1695,1695,1695
493,S,Mix,Kurta,0.3,425,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
494,M,Mix,Kurta,0.3,425,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
495,L,Mix,Kurta,0.3,425,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
496,XL,Mix,Kurta,0.3,425,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
497,2XL,Mix,Kurta,0.3,425,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
498,3XL,Mix,Kurta,0.3,425,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
499,S,Mix,Kurta,0.3,425,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
500,M,Mix,Kurta,0.3,425,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
501,L,Mix,Kurta,0.3,425,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
502,XL,Mix,Kurta,0.3,425,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
503,2XL,Mix,Kurta,0.3,425,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
504,3XL,Mix,Kurta,0.3,425,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
505,S,Mix,Kurta,0.3,425,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
506,M,Mix,Kurta,0.3,425,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
507,L,Mix,Kurta,0.3,425,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
508,XL,Mix,Kurta,0.3,425,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
509,2XL,Mix,Kurta,0.3,425,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
510,3XL,Mix,Kurta,0.3,425,1795,1795,1795,1695,1695,1795,1795,1795,1795,1795
511,S,Mix,Kurta,0.3,395,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
512,M,Mix,Kurta,0.3,395,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
513,L,Mix,Kurta,0.3,395,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
514,XL,Mix,Kurta,0.3,395,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
515,2XL,Mix,Kurta,0.3,395,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
516,3XL,Mix,Kurta,0.3,395,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
517,S,Mix,Kurta,0.3,395,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
518,M,Mix,Kurta,0.3,395,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
519,L,Mix,Kurta,0.3,395,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
520,XL,Mix,Kurta,0.3,395,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
521,2XL,Mix,Kurta,0.3,395,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
522,3XL,Mix,Kurta,0.3,395,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
523,S,Mix,Kurta,0.3,395,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
524,M,Mix,Kurta,0.3,395,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
525,L,Mix,Kurta,0.3,395,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
526,XL,Mix,Kurta,0.3,395,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
527,2XL,Mix,Kurta,0.3,395,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
528,3XL,Mix,Kurta,0.3,395,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
529,S,Mix,Kurta,0.3,395,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
530,M,Mix,Kurta,0.3,395,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
531,L,Mix,Kurta,0.3,395,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
532,XL,Mix,Kurta,0.3,395,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
533,2XL,Mix,Kurta,0.3,395,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
534,3XL,Mix,Kurta,0.3,395,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
535,S,Mix,Kurta,0.3,395,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
536,M,Mix,Kurta,0.3,395,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
537,L,Mix,Kurta,0.3,395,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
538,XL,Mix,Kurta,0.3,395,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
539,2XL,Mix,Kurta,0.3,395,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
540,3XL,Mix,Kurta,0.3,395,1695,1695,1695,1895,1895,1695,1695,1695,1695,1695
541,S,Mix,Kurta,0.3,395,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
542,M,Mix,Kurta,0.3,395,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
543,L,Mix,Kurta,0.3,395,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
544,XL,Mix,Kurta,0.3,395,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
545,2XL,Mix,Kurta,0.3,395,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
546,3XL,Mix,Kurta,0.3,395,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
547,S,Mix,Kurta,0.3,395,1695,1695,1695,2495,2495,1695,1695,1695,1695,1695
