index,Stock,Category,Size,Color
6994,8.0,NIGHT WEAR,XXXL,White
6995,28.0,NIGHT WEAR,L,OFF WHITE
6996,51.0,NIGHT WEAR,M,OFF WHITE
6997,41.0,NIGHT WEAR,S,OFF WHITE
6998,58.0,NIGHT WEAR,XL,OFF WHITE
6999,26.0,NIGHT WEAR,XS,OFF WHITE
7000,43.0,NIGHT WEAR,XXL,OFF WHITE
7001,29.0,NIGHT WEAR,XXXL,OFF WHITE
7002,11.0,NIGHT WEAR,L,Turquoise
7003,7.0,NIGHT WEAR,M,Turquoise
7004,18.0,NIGHT WEAR,S,Turquoise
7005,12.0,NIGHT WEAR,XL,Turquoise
7006,16.0,NIGHT WEAR,XS,Turquoise
7007,5.0,NIGHT WEAR,XXL,Turquoise
7008,2.0,NIGHT WEAR,XXXL,Turquoise
7009,2.0,NIGHT WEAR,L,Green
7010,5.0,NIGHT WEAR,M,Green
7011,3.0,NIGHT WEAR,S,Green
7012,4.0,NIGHT WEAR,XL,Green
7013,9.0,NIGHT WEAR,XS,Green
7014,4.0,NIGHT WEAR,XXL,Green
7015,2.0,NIGHT WEAR,XXXL,Green
7016,11.0,NIGHT WEAR,L,Turquoise
7017,12.0,NIGHT WEAR,M,Turquoise
7018,13.0,NIGHT WEAR,S,Turquoise
7019,33.0,NIGHT WEAR,XL,Turquoise
7020,6.0,NIGHT WEAR,XS,Turquoise
7021,18.0,NIGHT WEAR,XXL,Turquoise
7022,2.0,NIGHT WEAR,XXXL,Turquoise
7023,8.0,NIGHT WEAR,L,Blue
7024,44.0,NIGHT WEAR,M,Blue
7025,9.0,NIGHT WEAR,S,Blue
7026,22.0,NIGHT WEAR,XL,Blue
7027,25.0,NIGHT WEAR,XS,Blue
7028,26.0,NIGHT WEAR,XXL,Blue
7029,23.0,NIGHT WEAR,XXXL,Blue
7030,2.0,NIGHT WEAR,L,Grey
7031,3.0,NIGHT WEAR,M,Grey
7032,20.0,NIGHT WEAR,S,Grey
7033,2.0,NIGHT WEAR,XL,Grey
7034,42.0,NIGHT WEAR,XS,Grey
7035,6.0,NIGHT WEAR,XXL,Grey
7036,2.0,NIGHT WEAR,XXXL,Grey
7037,8.0,NIGHT WEAR,L,White
7038,2.0,NIGHT WEAR,M,White
7039,4.0,NIGHT WEAR,S,White
7040,7.0,NIGHT WEAR,XL,White
7041,5.0,NIGHT WEAR,XS,White
7042,16.0,NIGHT WEAR,XXL,White
7043,25.0,NIGHT WEAR,XXXL,White
7044,2.0,NIGHT WEAR,L,Peach
7045,2.0,NIGHT WEAR,M,Peach
7046,3.0,NIGHT WEAR,S,Peach
7047,6.0,NIGHT WEAR,XL,Peach
7048,3.0,NIGHT WEAR,XS,Peach
7049,9.0,NIGHT WEAR,XXL,Peach
7050,9.0,NIGHT WEAR,XXXL,Peach
7051,2.0,NIGHT WEAR,L,Blue
7052,3.0,NIGHT WEAR,M,Blue
7053,2.0,NIGHT WEAR,S,Blue
7054,3.0,NIGHT WEAR,XL,Blue
7055,7.0,NIGHT WEAR,XS,Blue
7056,11.0,NIGHT WEAR,XXL,Blue
7057,2.0,NIGHT WEAR,XXXL,Blue
7058,32.0,NIGHT WEAR,L,Blue
7059,33.0,NIGHT WEAR,M,Blue
7060,36.0,NIGHT WEAR,S,Blue
7061,41.0,NIGHT WEAR,XL,Blue
7062,45.0,NIGHT WEAR,XS,Blue
7063,37.0,NIGHT WEAR,XXL,Blue
7064,29.0,NIGHT WEAR,XXXL,Blue
7065,2.0,NIGHT WEAR,L,Blue
7066,1.0,NIGHT WEAR,M,Blue
7067,8.0,NIGHT WEAR,S,Blue
7068,3.0,NIGHT WEAR,XL,Blue
7069,29.0,NIGHT WEAR,XS,Blue
7070,4.0,NIGHT WEAR,XXL,Blue
7071,2.0,NIGHT WEAR,XXXL,Blue
7072,2.0,NIGHT WEAR,L,Pink
7073,3.0,NIGHT WEAR,M,Pink
7074,3.0,NIGHT WEAR,S,Pink
7075,2.0,NIGHT WEAR,XL,Pink
7076,7.0,NIGHT WEAR,XS,Pink
7077,10.0,NIGHT WEAR,XXL,Pink
7078,2.0,NIGHT WEAR,XXXL,Pink
7079,1.0,NIGHT WEAR,L,Grey
7080,9.0,NIGHT WEAR,M,Grey
7081,23.0,NIGHT WEAR,S,Grey
7082,5.0,NIGHT WEAR,XL,Grey
7083,30.0,NIGHT WEAR,XS,Grey
7084,4.0,NIGHT WEAR,XXL,Grey
7085,2.0,NIGHT WEAR,XXXL,Grey
7086,7.0,NIGHT WEAR,L,Grey
7087,1.0,NIGHT WEAR,M,Grey
7088,3.0,NIGHT WEAR,S,Grey
7089,24.0,NIGHT WEAR,XL,Grey
7090,27.0,NIGHT WEAR,XS,Grey
7091,26.0,NIGHT WEAR,XXL,Grey
7092,8.0,NIGHT WEAR,XXXL,Grey
7093,4.0,NIGHT WEAR,L,Light Pink
7094,2.0,NIGHT WEAR,M,Light Pink
7095,4.0,NIGHT WEAR,S,Light Pink
7096,2.0,NIGHT WEAR,XL,Light Pink
7097,18.0,NIGHT WEAR,XS,Light Pink
7098,3.0,NIGHT WEAR,XXL,Light Pink
7099,3.0,NIGHT WEAR,XXXL,Light Pink
7100,2.0,NIGHT WEAR,L,Cream
7101,3.0,NIGHT WEAR,M,Cream
7102,26.0,NIGHT WEAR,S,Cream
7103,3.0,NIGHT WEAR,XL,Cream
7104,41.0,NIGHT WEAR,XS,Cream
7105,3.0,NIGHT WEAR,XXL,Cream
7106,2.0,NIGHT WEAR,XXXL,Cream
7107,19.0,NIGHT WEAR,L,White
7108,24.0,NIGHT WEAR,M,White
7109,21.0,NIGHT WEAR,S,White
7110,24.0,NIGHT WEAR,XL,White
7111,17.0,NIGHT WEAR,XS,White
7112,14.0,NIGHT WEAR,XXL,White
7113,7.0,NIGHT WEAR,XXXL,White
7114,30.0,NIGHT WEAR,L,Yellow
7115,25.0,NIGHT WEAR,M,Yellow
7116,30.0,NIGHT WEAR,S,Yellow
7117,22.0,NIGHT WEAR,XL,Yellow
7118,19.0,NIGHT WEAR,XS,Yellow
7119,22.0,NIGHT WEAR,XXL,Yellow
7120,19.0,NIGHT WEAR,XXXL,Yellow
7121,2.0,NIGHT WEAR,L,Peach
7122,2.0,NIGHT WEAR,M,Peach
7123,3.0,NIGHT WEAR,S,Peach
7124,2.0,NIGHT WEAR,XL,Peach
7125,7.0,NIGHT WEAR,XS,Peach
7126,6.0,NIGHT WEAR,XXL,Peach
7127,3.0,NIGHT WEAR,XXXL,Peach
7128,14.0,NIGHT WEAR,L,Grey
7129,6.0,NIGHT WEAR,M,Grey
7130,13.0,NIGHT WEAR,S,Grey
7131,18.0,NIGHT WEAR,XL,Grey
7132,9.0,NIGHT WEAR,XS,Grey
7133,20.0,NIGHT WEAR,XXL,Grey
7134,6.0,NIGHT WEAR,XXXL,Grey
7135,24.0,NIGHT WEAR,L,White
7136,21.0,NIGHT WEAR,M,White
7137,11.0,NIGHT WEAR,S,White
7138,18.0,NIGHT WEAR,XL,White
7139,19.0,NIGHT WEAR,XS,White
7140,20.0,NIGHT WEAR,XXL,White
7141,13.0,NIGHT WEAR,XXXL,White
7142,3.0,NIGHT WEAR,L,Pink
7143,7.0,NIGHT WEAR,M,Pink
7144,10.0,NIGHT WEAR,S,Pink
7145,9.0,NIGHT WEAR,XL,Pink
7146,10.0,NIGHT WEAR,XS,Pink
7147,9.0,NIGHT WEAR,XXL,Pink
7148,3.0,NIGHT WEAR,XXXL,Pink
7149,2.0,NIGHT WEAR,L,Blue
7150,2.0,NIGHT WEAR,M,Blue
7151,2.0,NIGHT WEAR,S,Blue
7152,15.0,NIGHT WEAR,XL,Blue
7153,3.0,NIGHT WEAR,XS,Blue
7154,9.0,NIGHT WEAR,XXL,Blue
7155,6.0,NIGHT WEAR,XXXL,Blue
7156,7.0,NIGHT WEAR,L,Yellow
7157,8.0,NIGHT WEAR,M,Yellow
7158,4.0,NIGHT WEAR,S,Yellow
7159,6.0,NIGHT WEAR,XL,Yellow
7160,7.0,NIGHT WEAR,XS,Yellow
7161,9.0,NIGHT WEAR,XXL,Yellow
7162,2.0,NIGHT WEAR,XXXL,Yellow
7163,70.0,KURTA,4XL,Blue
7164,90.0,KURTA,5XL,Blue
7165,85.0,KURTA,6XL,Blue
7166,8.0,KURTA,4XL,Black
7167,36.0,KURTA,5XL,Black
7168,55.0,KURTA,6XL,Black
7169,30.0,KURTA,4XL,Multicolor
7170,57.0,KURTA,5XL,Multicolor
7171,87.0,KURTA,6XL,Multicolor
7172,70.0,KURTA,4XL,Teal
7173,47.0,KURTA,5XL,Teal
7174,104.0,KURTA,6XL,Teal
7175,38.0,KURTA,4XL,White
7176,43.0,KURTA,5XL,White
7177,61.0,KURTA,6XL,White
7178,53.0,KURTA,4XL,Pink
7179,54.0,KURTA,5XL,Pink
7180,11.0,KURTA,6XL,Pink
7181,24.0,KURTA,4XL,Beige
7182,6.0,KURTA,5XL,Beige
7183,3.0,KURTA,6XL,Beige
7184,25.0,KURTA,4XL,Black
7185,31.0,KURTA,5XL,Black
7186,27.0,KURTA,6XL,Black
7187,56.0,KURTA,4XL,Pink
7188,48.0,KURTA,5XL,Pink
7189,94.0,KURTA,6XL,Pink
7190,22.0,KURTA,4XL,Green
7191,47.0,KURTA,5XL,Green
7192,24.0,KURTA,6XL,Green
7193,90.0,KURTA,4XL,Dark Blue
7194,164.0,KURTA,5XL,Dark Blue
7195,138.0,KURTA,6XL,Dark Blue
7196,9.0,KURTA,4XL,Green
7197,9.0,KURTA,5XL,Green
7198,8.0,KURTA,6XL,Green
7199,12.0,KURTA,4XL,Light Green
7200,6.0,KURTA,5XL,Light Green
7201,34.0,KURTA,6XL,Light Green
7202,8.0,KURTA,4XL,Black
7203,2.0,KURTA,5XL,Black
7204,17.0,KURTA,6XL,Black
7205,12.0,KURTA,4XL,Turquoise Blue
7206,19.0,KURTA,5XL,Turquoise Blue
7207,24.0,KURTA,6XL,Turquoise Blue
7208,23.0,KURTA,4XL,Mauve
7209,2.0,KURTA,5XL,Mauve
7210,3.0,KURTA,6XL,Mauve
7211,100.0,KURTA,4XL,Pink
7212,158.0,KURTA,5XL,Pink
7213,149.0,KURTA,6XL,Pink
7214,64.0,KURTA,4XL,Grey
7215,41.0,KURTA,5XL,Grey
7216,14.0,KURTA,6XL,Grey
7217,15.0,KURTA,4XL,Black
7218,43.0,KURTA,5XL,Black
7219,6.0,KURTA,6XL,Black
7220,27.0,KURTA,4XL,Navy Blue
7221,14.0,KURTA,5XL,Navy Blue
7222,19.0,KURTA,6XL,Navy Blue
7223,47.0,KURTA,4XL,White
7224,21.0,KURTA,5XL,White
7225,4.0,KURTA,6XL,White
7226,41.0,KURTA,4XL,White
7227,14.0,KURTA,5XL,White
7228,10.0,KURTA,6XL,White
7229,42.0,KURTA,4XL,Blue
7230,32.0,KURTA,5XL,Blue
7231,46.0,KURTA,6XL,Blue
7232,3.0,KURTA,4XL,Yellow
7233,7.0,KURTA,5XL,Yellow
7234,4.0,KURTA,6XL,Yellow
7235,7.0,KURTA,4XL,Maroon
7236,2.0,KURTA,5XL,Maroon
7237,21.0,KURTA,6XL,Maroon
7238,2.0,SET,4XL,Teal
7239,0.0,SET,5XL,Teal
7240,0.0,SET,6XL,Teal
7241,2.0,SET,4XL,Teal
7242,2.0,SET,5XL,Teal
7243,0.0,SET,6XL,Teal
7244,30.0,SET,4XL,Gold
7245,39.0,SET,5XL,Gold
7246,24.0,SET,6XL,Gold
7248,45.0,SET,4XL,OFF WHITE
7249,26.0,SET,5XL,OFF WHITE
7250,37.0,SET,6XL,OFF WHITE
7251,5.0,SAREE,FREE,Green
7252,4.0,SAREE,FREE,Gold
7253,1.0,SAREE,FREE,Brown
7254,4.0,SAREE,FREE,Peach
7255,3.0,SAREE,FREE,Mauve
7256,19.0,SAREE,FREE,Grey
7257,3.0,SAREE,FREE,Brown
7258,10.0,SAREE,FREE,Beige
7259,0.0,SAREE,FREE,Green
7260,2.0,SAREE,FREE,Mauve
7261,8.0,SAREE,FREE,Sea Green
7262,0.0,SAREE,FREE,Peach
7263,3.0,SAREE,FREE,Pink
7264,8.0,SAREE,FREE,Brown
7265,3.0,SAREE,FREE,Mauve
7266,4.0,SAREE,FREE,Green
7267,2.0,SAREE,FREE,Grey
7268,3.0,SAREE,FREE,Brown
7269,6.0,SAREE,FREE,Black
7270,2.0,SAREE,FREE,Cream
7271,29.0,SAREE,FREE,Grey
7272,83.0,SAREE,FREE,Pink
7273,19.0,SAREE,FREE,Mustard
7274,93.0,SAREE,FREE,Green
7275,32.0,SAREE,FREE,Mustard
7276,30.0,SAREE,FREE,Grey
7277,79.0,SAREE,FREE,Teal
7278,1.0,SAREE,FREE,Maroon
7279,46.0,SAREE,FREE,Black
7280,33.0,SAREE,FREE,Green
7281,37.0,SAREE,FREE,Pink
7282,42.0,SAREE,FREE,Red
7283,2.0,SAREE,FREE,Maroon
7284,2.0,SAREE,FREE,Beige
7285,2.0,SAREE,FREE,Green
7286,2.0,SAREE,FREE,Black
7287,26.0,SAREE,FREE,Brown
7288,40.0,SAREE,FREE,Green
7289,25.0,SAREE,FREE,Red
7290,18.0,SAREE,FREE,Black
7291,0.0,SAREE,FREE,Maroon
7292,2.0,SAREE,FREE,Grey
7293,0.0,SAREE,FREE,Purple
7294,0.0,SAREE,FREE,Teal
7295,0.0,SAREE,FREE,Green
7296,5.0,SAREE,FREE,Brown
7297,20.0,SAREE,FREE,Pink
7298,30.0,SAREE,FREE,Blue
7299,6.0,SAREE,FREE,Green
7300,2.0,SAREE,FREE,Black
7301,2.0,SAREE,FREE,Green
7302,5.0,SAREE,FREE,Brown
7303,6.0,SAREE,FREE,Black
7304,3.0,SAREE,FREE,Red
7305,0.0,SAREE,FREE,Red
7306,0.0,SAREE,FREE,Red
7307,0.0,SAREE,FREE,Beige
7308,19.0,SAREE,FREE,Blue
7309,50.0,SAREE,FREE,Green
7310,14.0,SAREE,FREE,Blue
7311,4.0,SAREE,FREE,Red
7312,9.0,SAREE,FREE,Red
7313,46.0,SAREE,FREE,Blue
7314,47.0,SAREE,FREE,Maroon
7315,52.0,SAREE,FREE,Pink
7316,5.0,SAREE,FREE,Blue
7317,5.0,SAREE,FREE,Grey
7318,46.0,SAREE,FREE,Pink
7319,3.0,SAREE,FREE,Black
7320,4.0,SAREE,FREE,Orange
7321,10.0,SAREE,FREE,Maroon
7322,7.0,SAREE,FREE,Blue
7323,7.0,SAREE,FREE,Pink
7324,4.0,SAREE,FREE,Green
7325,5.0,SAREE,FREE,Pink
7326,7.0,SAREE,FREE,Blue
7327,7.0,SAREE,FREE,Green
7328,19.0,SAREE,FREE,Green
7329,25.0,SAREE,FREE,Beige
7330,10.0,SAREE,FREE,Yellow
7331,13.0,SAREE,FREE,Grey
7332,1.0,SAREE,FREE,Teal
7333,62.0,SAREE,FREE,Pink
7334,6.0,SAREE,FREE,Red
7335,0.0,SAREE,FREE,Pink
7336,4.0,SAREE,FREE,Pink
7337,14.0,SAREE,FREE,Yellow
7338,7.0,SAREE,FREE,Green
7339,6.0,SAREE,FREE,Navy Blue
7340,6.0,SAREE,FREE,Purple
7341,1.0,SAREE,FREE,Multicolor
7342,2.0,SAREE,FREE,Black
7343,2.0,SAREE,FREE,Blue
7344,6.0,SAREE,FREE,Purple
7345,3.0,SAREE,FREE,Multicolor
7346,6.0,SAREE,FREE,Beige
7347,32.0,SAREE,FREE,Beige
7348,32.0,SAREE,FREE,Pink
7349,30.0,SAREE,FREE,Green
7350,25.0,SAREE,FREE,Rust
7351,28.0,SAREE,FREE,Turquoise Blue
7352,31.0,SAREE,FREE,Teal
7353,20.0,SAREE,FREE,Sea Green
7354,32.0,SAREE,FREE,Green
7355,16.0,SAREE,FREE,Pink
7356,28.0,SAREE,FREE,Blue
7357,23.0,SAREE,FREE,Peach
7358,30.0,SAREE,FREE,Orange
7359,25.0,SAREE,FREE,Yellow
7360,32.0,SAREE,FREE,Multicolor
7361,34.0,SAREE,FREE,Peach
7362,31.0,SAREE,FREE,Multicolor
7363,40.0,SAREE,FREE,Black
7364,52.0,SAREE,FREE,Purple
7365,33.0,SAREE,FREE,Brown
7366,25.0,SAREE,FREE,Green
7367,10.0,SAREE,FREE,Teal
7368,21.0,SAREE,FREE,Yellow
7369,16.0,SAREE,FREE,Yellow
7370,0.0,SAREE,FREE,Peach
7371,16.0,SAREE,FREE,NO REFERENCE
7372,45.0,SAREE,FREE,Peach
7373,35.0,SAREE,FREE,Mauve
7374,37.0,SAREE,FREE,Multicolor
7375,44.0,SAREE,FREE,Pink
7376,8.0,SAREE,FREE,Orange
7377,7.0,SAREE,FREE,Green
7378,50.0,SAREE,FREE,Teal
7379,14.0,SAREE,FREE,Maroon
7380,55.0,SAREE,FREE,Peach
7381,3.0,SAREE,FREE,Pink
7382,10.0,SAREE,FREE,Teal
7383,16.0,SAREE,FREE,Brown
7384,7.0,SAREE,FREE,Teal
7385,4.0,SAREE,FREE,Black
7386,18.0,SAREE,FREE,Green
7387,13.0,SAREE,FREE,Blue
7388,10.0,SAREE,FREE,Maroon
7389,2.0,KURTA SET,L,Grey
7390,2.0,KURTA SET,M,Grey
7391,19.0,KURTA SET,S,Grey
7392,2.0,KURTA SET,XL,Grey
7393,22.0,KURTA SET,XS,Grey
7394,1.0,KURTA SET,XXL,Grey
7395,1.0,KURTA SET,XXXL,Grey
7396,1.0,SET,S,Multicolor
7397,1.0,SET,XS,Multicolor
7398,1.0,SET,XXL,Multicolor
7399,2.0,KURTA SET,L,Navy Blue
7400,10.0,KURTA SET,M,Navy Blue
7401,22.0,KURTA SET,S,Navy Blue
7402,8.0,KURTA SET,XL,Navy Blue
7403,41.0,KURTA SET,XS,Navy Blue
7404,2.0,KURTA SET,XXL,Navy Blue
7405,3.0,KURTA SET,XXXL,Navy Blue
7406,1.0,KURTA SET,S,Pink
7407,1.0,KURTA SET,XS,Pink
7408,0.0,KURTA SET,XXL,Pink
7409,0.0,KURTA SET,L,Pink
7410,2.0,KURTA SET,M,Pink
7411,3.0,KURTA SET,S,Pink
7412,1.0,KURTA SET,XL,Pink
7413,5.0,KURTA SET,XS,Pink
7414,1.0,KURTA SET,XXL,Pink
7415,1.0,KURTA SET,XXXL,Pink
7416,1.0,SET,M,Grey
7417,4.0,SET,S,Grey
7418,1.0,SET,XL,Grey
7419,0.0,SET,XXXL,Grey
7420,1.0,KURTA SET,L,Brown
7421,0.0,KURTA SET,M,Brown
7422,0.0,KURTA SET,S,Brown
7423,0.0,KURTA SET,XL,Brown
7424,0.0,KURTA SET,XS,Brown
7425,1.0,KURTA SET,XXL,Brown
7426,0.0,KURTA SET,XXXL,Brown
7427,11.0,KURTA SET,L,Peach
7428,8.0,KURTA SET,M,Peach
7429,11.0,KURTA SET,S,Peach
7430,5.0,KURTA SET,XL,Peach
7431,10.0,KURTA SET,XS,Peach
7432,7.0,KURTA SET,XXL,Peach
7433,4.0,KURTA SET,XXXL,Peach
7434,49.0,KURTA SET,L,Red
7435,15.0,KURTA SET,M,Red
7436,93.0,KURTA SET,S,Red
7437,5.0,KURTA SET,XL,Red
7438,65.0,KURTA SET,XS,Red
7439,37.0,KURTA SET,XXL,Red
7440,1.0,KURTA SET,XXXL,Red
7441,58.0,KURTA SET,L,Turquoise Blue
7442,94.0,KURTA SET,M,Turquoise Blue
7443,232.0,KURTA SET,S,Turquoise Blue
7444,115.0,KURTA SET,XL,Turquoise Blue
7445,141.0,KURTA SET,XS,Turquoise Blue
7446,60.0,KURTA SET,XXL,Turquoise Blue
7447,18.0,KURTA SET,XXXL,Turquoise Blue
7448,19.0,KURTA SET,L,Mustard
7449,8.0,KURTA SET,M,Mustard
7450,9.0,KURTA SET,S,Mustard
7451,1.0,KURTA SET,XL,Mustard
7452,14.0,KURTA SET,XS,Mustard
7453,2.0,KURTA SET,XXL,Mustard
7454,3.0,KURTA SET,XXXL,Mustard
7455,11.0,KURTA SET,L,Dark Green
7456,7.0,KURTA SET,M,Dark Green
7457,7.0,KURTA SET,S,Dark Green
7458,5.0,KURTA SET,XL,Dark Green
7459,2.0,KURTA SET,XS,Dark Green
7460,7.0,KURTA SET,XXL,Dark Green
7461,1.0,KURTA SET,XXXL,Dark Green
7462,0.0,KURTA SET,L,Yellow
7463,1.0,KURTA SET,M,Yellow
7464,0.0,KURTA SET,S,Yellow
7465,1.0,KURTA SET,XS,Yellow
7466,1.0,KURTA SET,XXL,Yellow
7467,1.0,KURTA SET,XXXL,Yellow
7468,1.0,KURTA SET,L,Black
7469,2.0,KURTA SET,M,Black
7470,13.0,KURTA SET,S,Black
7471,4.0,KURTA SET,XL,Black
7472,8.0,KURTA SET,XS,Black
7473,6.0,KURTA SET,XXL,Black
7474,2.0,KURTA SET,XXXL,Black
7475,11.0,KURTA SET,L,Pink
7476,9.0,KURTA SET,M,Pink
7477,5.0,KURTA SET,S,Pink
7478,68.0,KURTA SET,XL,Pink
7479,15.0,KURTA SET,XS,Pink
7480,98.0,KURTA SET,XXL,Pink
7481,69.0,KURTA SET,XXXL,Pink
7483,9.0,KURTA SET,L,Teal
7484,3.0,KURTA SET,M,Teal
7485,326.0,KURTA SET,S,Teal
7486,14.0,KURTA SET,XL,Teal
7487,696.0,KURTA SET,XS,Teal
7488,33.0,KURTA SET,XXL,Teal
7489,65.0,KURTA SET,XXXL,Teal
7490,0.0,KURTA SET,L,Black
7491,3.0,KURTA SET,M,Black
7492,3.0,KURTA SET,S,Black
7493,11.0,KURTA SET,XL,Black
7494,1.0,KURTA SET,XS,Black
7495,54.0,KURTA SET,XXL,Black
7496,2.0,KURTA SET,XXXL,Black
7497,1.0,SET,S,Maroon
7498,3.0,SET,XS,Maroon
7499,1.0,KURTA SET,L,Brown
7500,0.0,KURTA SET,M,Brown
7501,0.0,KURTA SET,S,Brown
7502,0.0,KURTA SET,XL,Brown
7503,0.0,KURTA SET,XS,Brown
7504,0.0,KURTA SET,XXL,Brown
7505,0.0,KURTA SET,XXXL,Brown
7506,113.0,KURTA SET,L,Dark Green
7507,250.0,KURTA SET,M,Dark Green
7508,249.0,KURTA SET,S,Dark Green
7509,216.0,KURTA SET,XL,Dark Green
7510,289.0,KURTA SET,XS,Dark Green
7511,23.0,KURTA SET,XXL,Dark Green
7512,136.0,KURTA SET,XXXL,Dark Green
7513,0.0,KURTA SET,L,Pink
7514,2.0,KURTA SET,M,Pink
7515,5.0,KURTA SET,S,Pink
7516,1.0,KURTA SET,XL,Pink
7517,2.0,KURTA SET,XS,Pink
7518,0.0,KURTA SET,XXL,Pink
7519,1.0,KURTA SET,XXXL,Pink
7520,0.0,SET,L,Multicolor
7521,0.0,SET,M,Multicolor
7522,3.0,SET,S,Multicolor
7523,1.0,SET,XS,Multicolor
7524,0.0,SET,XXXL,Multicolor
7525,2.0,KURTA SET,L,Navy Blue
7526,0.0,KURTA SET,M,Navy Blue
7527,6.0,KURTA SET,S,Navy Blue
7528,1.0,KURTA SET,XL,Navy Blue
7529,36.0,KURTA SET,XS,Navy Blue
7530,2.0,KURTA SET,XXL,Navy Blue
7531,0.0,KURTA SET,XXXL,Navy Blue
7532,0.0,KURTA SET,L,Sea Green
7533,0.0,KURTA SET,M,Sea Green
7534,0.0,KURTA SET,S,Sea Green
7535,0.0,KURTA SET,XL,Sea Green
7536,2.0,KURTA SET,XS,Sea Green
7537,0.0,KURTA SET,XXL,Sea Green
7538,0.0,KURTA SET,XXXL,Sea Green
7539,3.0,KURTA SET,L,Grey
7540,4.0,KURTA SET,M,Grey
7541,30.0,KURTA SET,S,Grey
7542,2.0,KURTA SET,XL,Grey
7543,4.0,KURTA SET,XS,Grey
7544,9.0,KURTA SET,XXL,Grey
7545,3.0,KURTA SET,XXXL,Grey
7546,1.0,SET,L,Beige
7547,1.0,SET,M,Beige
7548,3.0,SET,S,Beige
7549,1.0,SET,XL,Beige
7550,5.0,SET,XS,Beige
7551,1.0,SET,XXL,Beige
7552,0.0,SET,XXXL,Beige
7553,9.0,KURTA SET,L,Turquoise Green
7554,10.0,KURTA SET,M,Turquoise Green
7555,13.0,KURTA SET,S,Turquoise Green
7556,41.0,KURTA SET,XL,Turquoise Green
7557,2.0,KURTA SET,XS,Turquoise Green
7558,58.0,KURTA SET,XXL,Turquoise Green
7559,8.0,KURTA SET,XXXL,Turquoise Green
7560,13.0,KURTA SET,L,Mustard
7561,30.0,KURTA SET,M,Mustard
7562,17.0,KURTA SET,S,Mustard
7563,25.0,KURTA SET,XL,Mustard
7564,57.0,KURTA SET,XS,Mustard
7565,1.0,KURTA SET,XXL,Mustard
7566,6.0,KURTA SET,XXXL,Mustard
7567,66.0,KURTA SET,L,Navy Blue
7568,163.0,KURTA SET,M,Navy Blue
7569,53.0,KURTA SET,S,Navy Blue
7570,50.0,KURTA SET,XL,Navy Blue
7571,132.0,KURTA SET,XS,Navy Blue
7572,16.0,KURTA SET,XXL,Navy Blue
7573,25.0,KURTA SET,XXXL,Navy Blue
7574,3.0,KURTA SET,L,Light Green
7575,3.0,KURTA SET,M,Light Green
7576,22.0,KURTA SET,S,Light Green
7577,2.0,KURTA SET,XL,Light Green
7578,40.0,KURTA SET,XS,Light Green
7579,2.0,KURTA SET,XXL,Light Green
7580,0.0,KURTA SET,XXXL,Light Green
7581,1.0,SET,L,Navy Blue
7582,0.0,SET,S,Navy Blue
7583,1.0,SET,XL,Navy Blue
7584,2.0,SET,XXL,Navy Blue
7585,1.0,SET,XXXL,Navy Blue
7586,5.0,KURTA SET,L,Black
7587,9.0,KURTA SET,M,Black
7588,37.0,KURTA SET,S,Black
7589,2.0,KURTA SET,XL,Black
7590,47.0,KURTA SET,XS,Black
7591,9.0,KURTA SET,XXL,Black
7592,44.0,KURTA SET,XXXL,Black
7595,3.0,KURTA SET,L,Yellow
7596,0.0,KURTA SET,M,Yellow
7597,4.0,KURTA SET,S,Yellow
7598,3.0,KURTA SET,XL,Yellow
7599,5.0,KURTA SET,XS,Yellow
7600,5.0,KURTA SET,XXL,Yellow
7601,6.0,KURTA SET,XXXL,Yellow
7602,1.0,SET,XS,Blue
7603,0.0,SET,L,Blue
7604,0.0,SET,M,Blue
7605,0.0,SET,S,Blue
7606,0.0,SET,XL,Blue
7607,0.0,SET,XS,Blue
7608,0.0,SET,XXL,Blue
7609,0.0,SET,XXXL,Blue
7610,16.0,SET,L,Beige
7611,10.0,SET,M,Beige
7612,48.0,SET,S,Beige
7613,4.0,SET,XL,Beige
7614,63.0,SET,XS,Beige
7615,10.0,SET,XXL,Beige
7616,18.0,SET,XXXL,Beige
7617,3.0,KURTA SET,L,Magenta
7618,77.0,KURTA SET,M,Magenta
7619,43.0,KURTA SET,S,Magenta
7620,41.0,KURTA SET,XL,Magenta
7621,46.0,KURTA SET,XS,Magenta
7622,10.0,KURTA SET,XXL,Magenta
7623,7.0,KURTA SET,XXXL,Magenta
7624,5.0,KURTA SET,L,Blue
7625,4.0,KURTA SET,M,Blue
7626,10.0,KURTA SET,S,Blue
7627,12.0,KURTA SET,XL,Blue
7628,114.0,KURTA SET,XS,Blue
7629,5.0,KURTA SET,XXL,Blue
7630,10.0,KURTA SET,XXXL,Blue
7631,3.0,KURTA SET,L,Light Green
7632,8.0,KURTA SET,M,Light Green
7633,38.0,KURTA SET,S,Light Green
7634,4.0,KURTA SET,XL,Light Green
7635,23.0,KURTA SET,XS,Light Green
7636,10.0,KURTA SET,XXL,Light Green
7637,3.0,KURTA SET,XXXL,Light Green
7638,2.0,SET,L,Navy Blue
7639,0.0,SET,M,Navy Blue
7640,1.0,SET,XL,Navy Blue
7641,3.0,SET,XS,Navy Blue
7642,3.0,SET,XXXL,Navy Blue
7643,1.0,KURTA SET,L,Pink
7644,2.0,KURTA SET,M,Pink
7645,4.0,KURTA SET,S,Pink
